age,workclass,education,income
"[40, 50[",Local-gov,"{Bachelors, Doctorate, HS-grad}",>50K
"[20, 30[",Private,"{10th, 11th, 12th}",<=50K
"[20, 30[",Private,{Some-college},<=50K
"[10, 20[",Private,{Some-college},<=50K
"[20, 30[",Federal-gov,{Some-college},<=50K
"[20, 30[",Private,{Some-college},<=50K
"[50, 60[",Private,"{Bachelors, Doctorate, HS-grad}",<=50K
"[20, 30[",Private,"{Bachelors, Doctorate, HS-grad}",<=50K
"[20, 30[",Private,"{Bachelors, Doctorate, HS-grad}",<=50K
"[20, 30[",Private,"{Bachelors, Doctorate, HS-grad}",<=50K
"[10, 20[",Private,"{10th, 11th, 12th}",<=50K
"[40, 50[",Self-emp-not-inc,"{9th, Assoc-acdm, Assoc-voc}",<=50K
"[50, 60[",Private,"{9th, Assoc-acdm, Assoc-voc}",<=50K
"[20, 30[",Private,"{Bachelors, Doctorate, HS-grad}",<=50K
"[40, 50[",Private,"{Bachelors, Doctorate, HS-grad}",>50K
"[40, 50[",Private,{Some-college},<=50K
"[30, 40[",Private,"{Bachelors, Doctorate, HS-grad}",<=50K
"[40, 50[",Private,"{Bachelors, Doctorate, HS-grad}",<=50K
"[30, 40[",Self-emp-not-inc,{Some-college},>50K
"[30, 40[",Private,"{Bachelors, Doctorate, HS-grad}",<=50K
"[20, 30[",Private,"{10th, 11th, 12th}",<=50K
*,*,*,*
"[40, 50[",Private,"{Bachelors, Doctorate, HS-grad}",>50K
"[20, 30[",Private,{Some-college},<=50K
"[50, 60[",State-gov,{Some-college},<=50K
"[30, 40[",Private,"{Bachelors, Doctorate, HS-grad}",<=50K
"[40, 50[",Private,{Some-college},<=50K
*,*,*,*
"[50, 60[",State-gov,"{Bachelors, Doctorate, HS-grad}",>50K
"[40, 50[",Local-gov,"{Masters, Preschool, Prof-school}",>50K
"[30, 40[",Self-emp-not-inc,"{Bachelors, Doctorate, HS-grad}",>50K
*,*,*,*
"[20, 30[",Private,"{Bachelors, Doctorate, HS-grad}",<=50K
"[20, 30[",Private,"{Bachelors, Doctorate, HS-grad}",<=50K
"[30, 40[",Private,"{Bachelors, Doctorate, HS-grad}",>50K
"[40, 50[",Private,"{Bachelors, Doctorate, HS-grad}",<=50K
"[20, 30[",Private,{Some-college},<=50K
"[40, 50[",Private,"{9th, Assoc-acdm, Assoc-voc}",<=50K
"[50, 60[",Private,"{Bachelors, Doctorate, HS-grad}",>50K
"[50, 60[",Private,"{Bachelors, Doctorate, HS-grad}",>50K
"[30, 40[",Private,"{10th, 11th, 12th}",<=50K
"[50, 60[",Private,"{9th, Assoc-acdm, Assoc-voc}",<=50K
"[20, 30[",Private,"{10th, 11th, 12th}",<=50K
"[10, 20[",Private,"{Bachelors, Doctorate, HS-grad}",<=50K
"[40, 50[",Private,"{1st-4th, 5th-6th, 7th-8th}",<=50K
"[30, 40[",Private,{Some-college},<=50K
"[20, 30[",Private,{Some-college},<=50K
"[30, 40[",Private,"{Bachelors, Doctorate, HS-grad}",<=50K
"[30, 40[",Private,"{1st-4th, 5th-6th, 7th-8th}",<=50K
"[20, 30[",Private,{Some-college},<=50K
"[40, 50[",Federal-gov,"{Bachelors, Doctorate, HS-grad}",<=50K
"[30, 40[",Federal-gov,"{9th, Assoc-acdm, Assoc-voc}",<=50K
"[20, 30[",Private,{Some-college},<=50K
"[30, 40[",Local-gov,{Some-college},<=50K
"[20, 30[",Private,"{9th, Assoc-acdm, Assoc-voc}",<=50K
"[20, 30[",State-gov,"{Bachelors, Doctorate, HS-grad}",<=50K
"[40, 50[",Self-emp-not-inc,"{Masters, Preschool, Prof-school}",<=50K
"[20, 30[",State-gov,"{Bachelors, Doctorate, HS-grad}",<=50K
"[50, 60[",Private,"{Bachelors, Doctorate, HS-grad}",>50K
"[40, 50[",Private,{Some-college},>50K
"[30, 40[",Private,"{Masters, Preschool, Prof-school}",>50K
"[60, 70[",Private,"{1st-4th, 5th-6th, 7th-8th}",<=50K
"[50, 60[",Private,"{10th, 11th, 12th}",<=50K
"[30, 40[",Private,{Some-college},<=50K
"[30, 40[",Private,"{9th, Assoc-acdm, Assoc-voc}",>50K
"[60, 70[",Private,"{9th, Assoc-acdm, Assoc-voc}",<=50K
*,*,*,*
"[30, 40[",Private,"{Bachelors, Doctorate, HS-grad}",>50K
"[40, 50[",Private,"{Masters, Preschool, Prof-school}",<=50K
"[10, 20[",Private,"{10th, 11th, 12th}",<=50K
"[30, 40[",Private,"{Bachelors, Doctorate, HS-grad}",<=50K
"[20, 30[",Private,"{Bachelors, Doctorate, HS-grad}",<=50K
"[20, 30[",Private,"{10th, 11th, 12th}",<=50K
"[40, 50[",Private,"{Bachelors, Doctorate, HS-grad}",<=50K
"[30, 40[",Private,"{Bachelors, Doctorate, HS-grad}",>50K
"[30, 40[",Private,"{Bachelors, Doctorate, HS-grad}",<=50K
"[40, 50[",Private,{Some-college},<=50K
"[20, 30[",Self-emp-inc,{Some-college},<=50K
*,*,*,*
"[40, 50[",Private,"{Bachelors, Doctorate, HS-grad}",<=50K
"[20, 30[",Private,"{Bachelors, Doctorate, HS-grad}",<=50K
"[10, 20[",Private,"{10th, 11th, 12th}",<=50K
"[30, 40[",Private,"{Bachelors, Doctorate, HS-grad}",>50K
"[40, 50[",Local-gov,"{Bachelors, Doctorate, HS-grad}",<=50K
"[30, 40[",Private,"{Bachelors, Doctorate, HS-grad}",<=50K
*,*,*,*
"[40, 50[",Local-gov,"{Bachelors, Doctorate, HS-grad}",>50K
"[20, 30[",Private,"{9th, Assoc-acdm, Assoc-voc}",<=50K
"[30, 40[",Private,"{Masters, Preschool, Prof-school}",>50K
"[20, 30[",Private,{Some-college},<=50K
"[30, 40[",Private,"{Masters, Preschool, Prof-school}",>50K
"[20, 30[",Private,"{10th, 11th, 12th}",<=50K
"[50, 60[",Self-emp-not-inc,"{1st-4th, 5th-6th, 7th-8th}",<=50K
"[20, 30[",Private,"{Bachelors, Doctorate, HS-grad}",<=50K
"[40, 50[",Self-emp-not-inc,"{Masters, Preschool, Prof-school}",>50K
"[40, 50[",Local-gov,"{Bachelors, Doctorate, HS-grad}",>50K
*,*,*,*
"[30, 40[",State-gov,"{Bachelors, Doctorate, HS-grad}",<=50K
"[20, 30[",Private,"{Bachelors, Doctorate, HS-grad}",<=50K
"[30, 40[",Private,{Some-college},<=50K
"[30, 40[",Private,"{Bachelors, Doctorate, HS-grad}",<=50K
"[40, 50[",Private,"{Bachelors, Doctorate, HS-grad}",<=50K
"[20, 30[",Private,{Some-college},<=50K
"[60, 70[",Private,"{Bachelors, Doctorate, HS-grad}",<=50K
"[50, 60[",Self-emp-not-inc,"{Masters, Preschool, Prof-school}",<=50K
"[50, 60[",Local-gov,"{Bachelors, Doctorate, HS-grad}",<=50K
"[30, 40[",Private,"{9th, Assoc-acdm, Assoc-voc}",>50K
"[10, 20[",Private,"{Bachelors, Doctorate, HS-grad}",<=50K
*,*,*,*
"[20, 30[",Private,"{Bachelors, Doctorate, HS-grad}",<=50K
"[30, 40[",Private,{Some-college},<=50K
"[20, 30[",State-gov,"{Bachelors, Doctorate, HS-grad}",<=50K
"[40, 50[",Private,"{Masters, Preschool, Prof-school}",<=50K
"[40, 50[",Private,{Some-college},<=50K
*,*,*,*
"[50, 60[",Private,"{Bachelors, Doctorate, HS-grad}",>50K
"[20, 30[",Private,"{Bachelors, Doctorate, HS-grad}",<=50K
"[30, 40[",Private,"{Bachelors, Doctorate, HS-grad}",<=50K
"[30, 40[",Private,"{Bachelors, Doctorate, HS-grad}",<=50K
"[20, 30[",Private,"{Bachelors, Doctorate, HS-grad}",<=50K
"[20, 30[",Private,"{Masters, Preschool, Prof-school}",<=50K
"[50, 60[",Private,{Some-college},<=50K
"[20, 30[",Private,"{9th, Assoc-acdm, Assoc-voc}",<=50K
"[20, 30[",Private,{Some-college},<=50K
"[40, 50[",Self-emp-inc,"{Bachelors, Doctorate, HS-grad}",<=50K
"[30, 40[",Self-emp-inc,"{9th, Assoc-acdm, Assoc-voc}",<=50K
"[40, 50[",Private,{Some-college},<=50K
"[30, 40[",Private,"{Bachelors, Doctorate, HS-grad}",>50K
"[20, 30[",Private,{Some-college},<=50K
*,*,*,*
"[50, 60[",Local-gov,"{9th, Assoc-acdm, Assoc-voc}",<=50K
"[30, 40[",Self-emp-not-inc,"{Bachelors, Doctorate, HS-grad}",<=50K
*,*,*,*
"[20, 30[",State-gov,{Some-college},<=50K
"[30, 40[",Private,"{Bachelors, Doctorate, HS-grad}",>50K
"[30, 40[",Private,{Some-college},<=50K
"[20, 30[",Private,{Some-college},<=50K
"[20, 30[",Private,{Some-college},<=50K
*,*,*,*
"[40, 50[",Private,"{Bachelors, Doctorate, HS-grad}",>50K
"[30, 40[",Self-emp-not-inc,{Some-college},>50K
*,*,*,*
"[40, 50[",State-gov,"{Masters, Preschool, Prof-school}",>50K
"[30, 40[",Private,"{9th, Assoc-acdm, Assoc-voc}",<=50K
"[40, 50[",Private,"{Bachelors, Doctorate, HS-grad}",<=50K
"[50, 60[",State-gov,{Some-college},<=50K
"[50, 60[",Self-emp-inc,{Some-college},>50K
"[20, 30[",Federal-gov,"{Bachelors, Doctorate, HS-grad}",<=50K
"[20, 30[",Private,"{Bachelors, Doctorate, HS-grad}",<=50K
*,*,*,*
"[10, 20[",Private,"{Bachelors, Doctorate, HS-grad}",<=50K
"[20, 30[",Private,"{10th, 11th, 12th}",<=50K
"[20, 30[",Private,"{10th, 11th, 12th}",<=50K
"[60, 70[",Local-gov,{Some-college},<=50K
"[40, 50[",Private,"{Masters, Preschool, Prof-school}",<=50K
"[40, 50[",State-gov,"{Masters, Preschool, Prof-school}",>50K
"[20, 30[",Private,{Some-college},<=50K
"[30, 40[",Private,"{Bachelors, Doctorate, HS-grad}",<=50K
"[20, 30[",Private,{Some-college},<=50K
"[20, 30[",Private,"{Bachelors, Doctorate, HS-grad}",<=50K
"[20, 30[",Private,{Some-college},<=50K
"[20, 30[",Private,"{Bachelors, Doctorate, HS-grad}",>50K
"[20, 30[",Private,"{Bachelors, Doctorate, HS-grad}",<=50K
"[50, 60[",Private,"{Bachelors, Doctorate, HS-grad}",>50K
"[20, 30[",Local-gov,"{Bachelors, Doctorate, HS-grad}",<=50K
"[20, 30[",Local-gov,"{Masters, Preschool, Prof-school}",<=50K
"[30, 40[",Private,"{9th, Assoc-acdm, Assoc-voc}",<=50K
"[30, 40[",Private,"{Masters, Preschool, Prof-school}",<=50K
"[20, 30[",Local-gov,"{Masters, Preschool, Prof-school}",<=50K
"[20, 30[",State-gov,{Some-college},<=50K
"[30, 40[",Private,{Some-college},<=50K
"[20, 30[",Private,{Some-college},<=50K
"[20, 30[",Private,"{Bachelors, Doctorate, HS-grad}",>50K
"[40, 50[",Private,"{Bachelors, Doctorate, HS-grad}",<=50K
"[20, 30[",Private,"{Bachelors, Doctorate, HS-grad}",<=50K
"[20, 30[",Private,{Some-college},<=50K
"[30, 40[",Private,"{9th, Assoc-acdm, Assoc-voc}",<=50K
"[30, 40[",State-gov,"{Bachelors, Doctorate, HS-grad}",>50K
"[10, 20[",Private,"{10th, 11th, 12th}",<=50K
"[20, 30[",Private,"{Bachelors, Doctorate, HS-grad}",<=50K
*,*,*,*
"[10, 20[",Private,"{10th, 11th, 12th}",<=50K
"[60, 70[",Self-emp-not-inc,{Some-college},<=50K
"[40, 50[",Private,"{Bachelors, Doctorate, HS-grad}",<=50K
"[40, 50[",Private,"{Bachelors, Doctorate, HS-grad}",<=50K
"[40, 50[",Private,{Some-college},<=50K
*,*,*,*
"[20, 30[",Private,"{Bachelors, Doctorate, HS-grad}",<=50K
"[40, 50[",Private,"{Bachelors, Doctorate, HS-grad}",>50K
"[30, 40[",Self-emp-inc,{Some-college},<=50K
"[30, 40[",Local-gov,{Some-college},<=50K
"[30, 40[",Private,{Some-college},<=50K
"[50, 60[",Private,{Some-college},<=50K
"[20, 30[",Private,{Some-college},<=50K
*,*,*,*
"[20, 30[",Self-emp-not-inc,"{Bachelors, Doctorate, HS-grad}",<=50K
"[20, 30[",Private,{Some-college},<=50K
"[40, 50[",Private,"{Bachelors, Doctorate, HS-grad}",<=50K
"[40, 50[",Private,"{Bachelors, Doctorate, HS-grad}",<=50K
"[30, 40[",Private,{Some-college},<=50K
"[20, 30[",Private,{Some-college},<=50K
"[40, 50[",Private,"{Masters, Preschool, Prof-school}",>50K
"[40, 50[",Private,"{Bachelors, Doctorate, HS-grad}",<=50K
"[40, 50[",Private,{Some-college},<=50K
"[50, 60[",Local-gov,"{Masters, Preschool, Prof-school}",>50K
"[30, 40[",Private,"{9th, Assoc-acdm, Assoc-voc}",>50K
"[30, 40[",Private,"{Bachelors, Doctorate, HS-grad}",<=50K
"[50, 60[",Local-gov,"{Masters, Preschool, Prof-school}",<=50K
"[30, 40[",Self-emp-not-inc,{Some-college},<=50K
"[20, 30[",Private,{Some-college},<=50K
"[30, 40[",Self-emp-not-inc,"{Bachelors, Doctorate, HS-grad}",<=50K
"[40, 50[",Private,"{Bachelors, Doctorate, HS-grad}",<=50K
"[20, 30[",Private,"{Bachelors, Doctorate, HS-grad}",<=50K
"[30, 40[",Private,"{Bachelors, Doctorate, HS-grad}",<=50K
"[20, 30[",Private,{Some-college},<=50K
"[30, 40[",Self-emp-not-inc,"{Bachelors, Doctorate, HS-grad}",<=50K
"[40, 50[",Federal-gov,"{9th, Assoc-acdm, Assoc-voc}",<=50K
"[20, 30[",Private,"{9th, Assoc-acdm, Assoc-voc}",<=50K
"[20, 30[",Private,"{Bachelors, Doctorate, HS-grad}",<=50K
"[40, 50[",Federal-gov,"{Bachelors, Doctorate, HS-grad}",<=50K
"[20, 30[",Private,"{10th, 11th, 12th}",<=50K
"[20, 30[",Private,"{Bachelors, Doctorate, HS-grad}",<=50K
"[40, 50[",Private,"{Bachelors, Doctorate, HS-grad}",>50K
"[40, 50[",Self-emp-not-inc,{Some-college},<=50K
"[10, 20[",Private,"{10th, 11th, 12th}",<=50K
"[30, 40[",Private,"{Bachelors, Doctorate, HS-grad}",<=50K
"[40, 50[",Local-gov,"{Masters, Preschool, Prof-school}",>50K
"[50, 60[",Private,"{Bachelors, Doctorate, HS-grad}",<=50K
"[30, 40[",Private,"{Bachelors, Doctorate, HS-grad}",<=50K
"[20, 30[",Private,"{Bachelors, Doctorate, HS-grad}",<=50K
"[20, 30[",Private,"{Bachelors, Doctorate, HS-grad}",<=50K
"[50, 60[",Private,"{10th, 11th, 12th}",<=50K
"[30, 40[",Private,"{10th, 11th, 12th}",<=50K
"[10, 20[",Private,"{Bachelors, Doctorate, HS-grad}",<=50K
"[20, 30[",Private,"{9th, Assoc-acdm, Assoc-voc}",<=50K
"[50, 60[",Private,"{Bachelors, Doctorate, HS-grad}",>50K
"[30, 40[",Private,"{Bachelors, Doctorate, HS-grad}",>50K
"[40, 50[",Private,{Some-college},<=50K
"[30, 40[",Federal-gov,"{Bachelors, Doctorate, HS-grad}",<=50K
"[40, 50[",Local-gov,{Some-college},>50K
"[50, 60[",Private,{Some-college},>50K
"[40, 50[",Federal-gov,"{Bachelors, Doctorate, HS-grad}",<=50K
"[50, 60[",Private,"{Bachelors, Doctorate, HS-grad}",<=50K
"[40, 50[",Private,"{10th, 11th, 12th}",<=50K
"[50, 60[",Self-emp-not-inc,{Some-college},<=50K
"[50, 60[",Private,{Some-college},<=50K
"[50, 60[",Private,"{Masters, Preschool, Prof-school}",>50K
"[30, 40[",Private,"{Bachelors, Doctorate, HS-grad}",<=50K
"[20, 30[",Private,"{Bachelors, Doctorate, HS-grad}",<=50K
"[20, 30[",Self-emp-not-inc,"{Bachelors, Doctorate, HS-grad}",<=50K
"[20, 30[",Private,"{Bachelors, Doctorate, HS-grad}",<=50K
"[60, 70[",Private,"{Bachelors, Doctorate, HS-grad}",<=50K
"[40, 50[",Private,"{Masters, Preschool, Prof-school}",>50K
"[30, 40[",Private,"{Bachelors, Doctorate, HS-grad}",>50K
"[30, 40[",Private,"{9th, Assoc-acdm, Assoc-voc}",>50K
"[40, 50[",Private,"{Bachelors, Doctorate, HS-grad}",<=50K
"[20, 30[",Private,"{Bachelors, Doctorate, HS-grad}",<=50K
"[40, 50[",State-gov,"{Bachelors, Doctorate, HS-grad}",<=50K
"[40, 50[",Self-emp-inc,"{Masters, Preschool, Prof-school}",>50K
"[20, 30[",Private,{Some-college},<=50K
"[50, 60[",Private,"{Bachelors, Doctorate, HS-grad}",>50K
"[60, 70[",Private,{Some-college},>50K
"[20, 30[",Private,"{Bachelors, Doctorate, HS-grad}",<=50K
"[30, 40[",Private,"{Bachelors, Doctorate, HS-grad}",<=50K
"[20, 30[",Self-emp-not-inc,"{Bachelors, Doctorate, HS-grad}",<=50K
"[10, 20[",Private,"{Bachelors, Doctorate, HS-grad}",<=50K
*,*,*,*
*,*,*,*
"[60, 70[",Self-emp-not-inc,{Some-college},<=50K
"[40, 50[",Private,"{Masters, Preschool, Prof-school}",>50K
"[20, 30[",Private,{Some-college},<=50K
"[20, 30[",Private,"{9th, Assoc-acdm, Assoc-voc}",<=50K
"[20, 30[",Private,"{Bachelors, Doctorate, HS-grad}",<=50K
"[10, 20[",Private,"{10th, 11th, 12th}",<=50K
"[30, 40[",Federal-gov,"{Bachelors, Doctorate, HS-grad}",<=50K
"[50, 60[",Private,"{1st-4th, 5th-6th, 7th-8th}",<=50K
"[60, 70[",Private,"{1st-4th, 5th-6th, 7th-8th}",<=50K
"[30, 40[",Private,"{10th, 11th, 12th}",<=50K
"[40, 50[",Federal-gov,"{Bachelors, Doctorate, HS-grad}",<=50K
"[40, 50[",Local-gov,"{Bachelors, Doctorate, HS-grad}",>50K
"[10, 20[",Private,{Some-college},<=50K
"[50, 60[",Self-emp-inc,"{Bachelors, Doctorate, HS-grad}",>50K
"[20, 30[",State-gov,"{9th, Assoc-acdm, Assoc-voc}",<=50K
"[40, 50[",Private,"{10th, 11th, 12th}",<=50K
*,*,*,*
"[40, 50[",Private,"{Bachelors, Doctorate, HS-grad}",>50K
"[30, 40[",Private,"{1st-4th, 5th-6th, 7th-8th}",<=50K
"[50, 60[",Local-gov,"{Bachelors, Doctorate, HS-grad}",>50K
"[30, 40[",Private,"{Bachelors, Doctorate, HS-grad}",>50K
"[20, 30[",State-gov,"{Bachelors, Doctorate, HS-grad}",<=50K
"[50, 60[",Private,"{Bachelors, Doctorate, HS-grad}",>50K
*,*,*,*
"[40, 50[",Private,{Some-college},<=50K
"[20, 30[",Private,"{Bachelors, Doctorate, HS-grad}",<=50K
"[30, 40[",Private,"{Bachelors, Doctorate, HS-grad}",>50K
"[20, 30[",Self-emp-inc,"{Bachelors, Doctorate, HS-grad}",<=50K
"[50, 60[",Private,"{9th, Assoc-acdm, Assoc-voc}",>50K
"[30, 40[",Private,"{Bachelors, Doctorate, HS-grad}",<=50K
"[50, 60[",Self-emp-not-inc,"{Bachelors, Doctorate, HS-grad}",>50K
"[30, 40[",Private,{Some-college},<=50K
"[30, 40[",Private,"{Bachelors, Doctorate, HS-grad}",<=50K
"[30, 40[",Private,"{Bachelors, Doctorate, HS-grad}",<=50K
"[20, 30[",Private,"{9th, Assoc-acdm, Assoc-voc}",<=50K
"[30, 40[",Private,"{Bachelors, Doctorate, HS-grad}",>50K
"[20, 30[",Private,{Some-college},<=50K
"[40, 50[",Local-gov,{Some-college},<=50K
"[50, 60[",Private,"{Bachelors, Doctorate, HS-grad}",>50K
"[30, 40[",Private,"{Bachelors, Doctorate, HS-grad}",<=50K
"[40, 50[",Private,"{Bachelors, Doctorate, HS-grad}",>50K
"[20, 30[",Federal-gov,"{Bachelors, Doctorate, HS-grad}",<=50K
"[30, 40[",Private,"{Bachelors, Doctorate, HS-grad}",>50K
"[40, 50[",Self-emp-not-inc,"{9th, Assoc-acdm, Assoc-voc}",>50K
"[10, 20[",Private,"{Bachelors, Doctorate, HS-grad}",<=50K
"[20, 30[",Private,{Some-college},<=50K
"[10, 20[",Private,"{Bachelors, Doctorate, HS-grad}",<=50K
"[30, 40[",Private,"{9th, Assoc-acdm, Assoc-voc}",<=50K
"[40, 50[",Local-gov,"{Bachelors, Doctorate, HS-grad}",<=50K
"[20, 30[",Local-gov,"{Bachelors, Doctorate, HS-grad}",<=50K
"[10, 20[",Private,"{10th, 11th, 12th}",<=50K
"[30, 40[",Private,"{Bachelors, Doctorate, HS-grad}",<=50K
"[50, 60[",Self-emp-not-inc,"{Bachelors, Doctorate, HS-grad}",>50K
"[40, 50[",Private,{Some-college},<=50K
"[40, 50[",Private,"{Bachelors, Doctorate, HS-grad}",<=50K
"[20, 30[",Private,"{Bachelors, Doctorate, HS-grad}",<=50K
"[40, 50[",Private,"{Bachelors, Doctorate, HS-grad}",>50K
"[50, 60[",Private,"{Bachelors, Doctorate, HS-grad}",>50K
"[40, 50[",Private,"{9th, Assoc-acdm, Assoc-voc}",<=50K
"[40, 50[",Private,"{Bachelors, Doctorate, HS-grad}",<=50K
*,*,*,*
"[20, 30[",Private,"{Bachelors, Doctorate, HS-grad}",<=50K
"[50, 60[",Federal-gov,"{Bachelors, Doctorate, HS-grad}",>50K
"[30, 40[",Federal-gov,"{Bachelors, Doctorate, HS-grad}",<=50K
"[30, 40[",Local-gov,{Some-college},<=50K
"[60, 70[",Private,"{1st-4th, 5th-6th, 7th-8th}",<=50K
"[40, 50[",Private,"{Masters, Preschool, Prof-school}",<=50K
"[20, 30[",Private,"{1st-4th, 5th-6th, 7th-8th}",<=50K
"[60, 70[",Private,"{Bachelors, Doctorate, HS-grad}",<=50K
"[20, 30[",Private,{Some-college},<=50K
"[30, 40[",Private,"{10th, 11th, 12th}",<=50K
"[20, 30[",Private,"{Bachelors, Doctorate, HS-grad}",<=50K
"[30, 40[",Private,"{Bachelors, Doctorate, HS-grad}",<=50K
"[20, 30[",Private,"{Bachelors, Doctorate, HS-grad}",<=50K
"[30, 40[",Self-emp-not-inc,"{9th, Assoc-acdm, Assoc-voc}",<=50K
"[40, 50[",Private,"{Bachelors, Doctorate, HS-grad}",<=50K
"[20, 30[",Private,"{Bachelors, Doctorate, HS-grad}",<=50K
"[30, 40[",Private,"{Bachelors, Doctorate, HS-grad}",>50K
"[50, 60[",Private,{Some-college},>50K
*,*,*,*
"[60, 70[",Private,"{Masters, Preschool, Prof-school}",<=50K
"[20, 30[",Private,"{Bachelors, Doctorate, HS-grad}",<=50K
"[60, 70[",Federal-gov,"{Bachelors, Doctorate, HS-grad}",<=50K
"[20, 30[",Private,{Some-college},<=50K
*,*,*,*
*,*,*,*
"[30, 40[",Private,"{Bachelors, Doctorate, HS-grad}",<=50K
"[50, 60[",Private,"{10th, 11th, 12th}",<=50K
"[40, 50[",Local-gov,"{Bachelors, Doctorate, HS-grad}",>50K
"[20, 30[",Private,"{10th, 11th, 12th}",<=50K
"[30, 40[",Private,"{Bachelors, Doctorate, HS-grad}",<=50K
"[20, 30[",Private,"{Bachelors, Doctorate, HS-grad}",<=50K
"[40, 50[",Federal-gov,{Some-college},<=50K
"[30, 40[",Private,"{Bachelors, Doctorate, HS-grad}",<=50K
"[20, 30[",Private,"{Bachelors, Doctorate, HS-grad}",<=50K
"[20, 30[",Private,"{Bachelors, Doctorate, HS-grad}",<=50K
"[30, 40[",Self-emp-inc,"{Bachelors, Doctorate, HS-grad}",>50K
"[30, 40[",Private,{Some-college},>50K
"[20, 30[",Private,"{Masters, Preschool, Prof-school}",<=50K
"[50, 60[",Self-emp-not-inc,"{10th, 11th, 12th}",<=50K
"[50, 60[",Private,"{Bachelors, Doctorate, HS-grad}",<=50K
"[30, 40[",Private,"{1st-4th, 5th-6th, 7th-8th}",<=50K
"[40, 50[",Private,"{Bachelors, Doctorate, HS-grad}",>50K
"[50, 60[",Self-emp-not-inc,"{Bachelors, Doctorate, HS-grad}",<=50K
"[40, 50[",Private,{Some-college},>50K
"[20, 30[",Self-emp-not-inc,"{Bachelors, Doctorate, HS-grad}",<=50K
"[30, 40[",Private,"{Masters, Preschool, Prof-school}",<=50K
"[50, 60[",Private,{Some-college},>50K
*,*,*,*
"[20, 30[",Private,{Some-college},<=50K
"[20, 30[",Private,{Some-college},<=50K
"[30, 40[",Local-gov,{Some-college},<=50K
"[40, 50[",Private,"{Masters, Preschool, Prof-school}",>50K
"[50, 60[",Private,"{Bachelors, Doctorate, HS-grad}",<=50K
"[20, 30[",Private,{Some-college},<=50K
"[20, 30[",Private,"{9th, Assoc-acdm, Assoc-voc}",<=50K
"[40, 50[",Local-gov,"{9th, Assoc-acdm, Assoc-voc}",<=50K
"[30, 40[",Private,"{Bachelors, Doctorate, HS-grad}",<=50K
"[20, 30[",Private,{Some-college},<=50K
"[30, 40[",Private,"{Bachelors, Doctorate, HS-grad}",>50K
"[40, 50[",Self-emp-not-inc,"{Bachelors, Doctorate, HS-grad}",<=50K
"[20, 30[",Private,{Some-college},<=50K
"[50, 60[",Local-gov,"{Bachelors, Doctorate, HS-grad}",<=50K
"[40, 50[",Self-emp-not-inc,"{Bachelors, Doctorate, HS-grad}",<=50K
"[20, 30[",Private,"{9th, Assoc-acdm, Assoc-voc}",<=50K
"[50, 60[",Private,{Some-college},<=50K
"[10, 20[",Private,{Some-college},<=50K
"[50, 60[",Private,"{10th, 11th, 12th}",<=50K
"[50, 60[",Self-emp-not-inc,"{Bachelors, Doctorate, HS-grad}",<=50K
"[50, 60[",State-gov,{Some-college},<=50K
"[40, 50[",Private,"{Bachelors, Doctorate, HS-grad}",<=50K
"[20, 30[",Private,"{Bachelors, Doctorate, HS-grad}",<=50K
"[30, 40[",Private,"{Bachelors, Doctorate, HS-grad}",>50K
"[20, 30[",Private,"{9th, Assoc-acdm, Assoc-voc}",<=50K
"[20, 30[",Private,{Some-college},<=50K
"[10, 20[",Private,"{10th, 11th, 12th}",<=50K
"[40, 50[",State-gov,"{Bachelors, Doctorate, HS-grad}",>50K
"[20, 30[",Private,"{Bachelors, Doctorate, HS-grad}",<=50K
"[30, 40[",Self-emp-not-inc,"{Bachelors, Doctorate, HS-grad}",<=50K
"[20, 30[",Local-gov,{Some-college},<=50K
"[40, 50[",Self-emp-inc,"{Bachelors, Doctorate, HS-grad}",>50K
"[20, 30[",Private,"{Masters, Preschool, Prof-school}",<=50K
"[40, 50[",Private,"{Masters, Preschool, Prof-school}",<=50K
"[30, 40[",State-gov,"{Masters, Preschool, Prof-school}",>50K
"[20, 30[",Private,{Some-college},<=50K
"[40, 50[",Private,{Some-college},<=50K
"[20, 30[",Private,"{Bachelors, Doctorate, HS-grad}",<=50K
"[20, 30[",State-gov,{Some-college},<=50K
"[20, 30[",Private,"{Bachelors, Doctorate, HS-grad}",<=50K
"[30, 40[",Private,"{Bachelors, Doctorate, HS-grad}",>50K
"[50, 60[",Private,"{9th, Assoc-acdm, Assoc-voc}",>50K
"[20, 30[",Private,"{9th, Assoc-acdm, Assoc-voc}",<=50K
*,*,*,*
"[20, 30[",Private,"{Bachelors, Doctorate, HS-grad}",<=50K
"[30, 40[",Private,"{Bachelors, Doctorate, HS-grad}",>50K
"[40, 50[",Private,"{Masters, Preschool, Prof-school}",>50K
"[20, 30[",State-gov,"{Bachelors, Doctorate, HS-grad}",<=50K
"[30, 40[",Private,"{Bachelors, Doctorate, HS-grad}",>50K
"[30, 40[",Local-gov,"{Bachelors, Doctorate, HS-grad}",>50K
"[40, 50[",Private,"{10th, 11th, 12th}",<=50K
"[30, 40[",Private,"{Bachelors, Doctorate, HS-grad}",<=50K
"[50, 60[",Private,{Some-college},<=50K
"[20, 30[",Private,"{Bachelors, Doctorate, HS-grad}",<=50K
"[10, 20[",Private,"{10th, 11th, 12th}",<=50K
"[40, 50[",Federal-gov,"{Bachelors, Doctorate, HS-grad}",>50K
"[30, 40[",Self-emp-inc,{Some-college},>50K
